Date,Time,Camera,Detection,Confidence
2026-07-06,16:08:37,Camera 1,fire,0.39
2026-07-06,16:08:37,Camera 3,fire,0.25
2026-07-06,16:08:39,Camera 3,fire,0.26
2026-07-06,16:08:39,Camera 1,fire,0.25
2026-07-06,16:08:40,Camera 3,fire,0.28
2026-07-06,16:08:51,Camera 3,fire,0.25
2026-07-06,16:08:53,Camera 1,fire,0.27
2026-07-06,16:08:55,Camera 1,fire,0.26
2026-07-06,16:08:56,Camera 1,fire,0.26
2026-07-06,16:08:56,Camera 3,fire,0.33
2026-07-06,16:08:57,Camera 1,fire,0.25
2026-07-06,16:08:58,Camera 1,fire,0.28
2026-07-06,16:08:59,Camera 3,fire,0.35
2026-07-06,16:08:59,Camera 1,fire,0.27
2026-07-06,16:09:00,Camera 1,fire,0.27
2026-07-06,16:09:01,Camera 1,fire,0.27
2026-07-06,16:09:02,Camera 1,fire,0.26
2026-07-06,16:09:05,Camera 1,fire,0.26
2026-07-06,16:09:10,Camera 1,fire,0.33
2026-07-06,16:09:12,Camera 1,fire,0.30
2026-07-06,16:09:13,Camera 1,fire,0.28
2026-07-06,16:09:40,Camera 1,fire,0.25
2026-07-06,16:09:40,Camera 3,fire,0.26
2026-07-06,16:09:55,Camera 3,fire,0.29
2026-07-06,16:09:55,Camera 3,smoke,0.26
2026-07-06,16:10:14,Camera 1,fire,0.34
2026-07-06,16:10:17,Camera 1,fire,0.26
2026-07-06,16:10:17,Camera 3,fire,0.27
2026-07-06,16:10:18,Camera 1,fire,0.25
2026-07-06,16:10:19,Camera 1,fire,0.30
2026-07-06,16:10:20,Camera 1,fire,0.26
2026-07-06,16:10:25,Camera 1,fire,0.26
2026-07-06,16:10:26,Camera 1,fire,0.26
2026-07-06,16:10:57,Camera 1,fire,0.30
2026-07-06,16:10:59,Camera 1,fire,0.30
2026-07-06,16:11:00,Camera 1,fire,0.31
2026-07-06,16:11:03,Camera 1,fire,0.31
2026-07-06,16:11:04,Camera 1,fire,0.27
2026-07-06,16:11:06,Camera 1,fire,0.25
2026-07-06,16:11:09,Camera 1,fire,0.26
2026-07-06,16:11:19,Camera 1,fire,0.26
2026-07-06,16:11:20,Camera 1,fire,0.25
2026-07-06,16:11:21,Camera 1,fire,0.32
2026-07-06,16:11:22,Camera 1,fire,0.34
2026-07-06,16:11:23,Camera 3,fire,0.34
2026-07-06,16:11:24,Camera 1,fire,0.26
2026-07-06,16:11:26,Camera 1,fire,0.27
2026-07-06,16:11:31,Camera 1,fire,0.25
2026-07-06,16:11:36,Camera 1,fire,0.26
2026-07-06,16:11:37,Camera 1,fire,0.26
2026-07-06,16:11:40,Camera 1,fire,0.26
2026-07-06,16:12:04,Camera 1,fire,0.26
2026-07-06,16:12:05,Camera 1,fire,0.28
2026-07-06,16:12:06,Camera 1,fire,0.26
2026-07-06,16:12:08,Camera 1,fire,0.25
2026-07-06,16:12:09,Camera 1,fire,0.33
2026-07-06,16:12:10,Camera 1,fire,0.26
2026-07-06,16:12:15,Camera 1,fire,0.25
2026-07-06,16:12:17,Camera 1,fire,0.25
2026-07-06,16:12:22,Camera 1,fire,0.26
2026-07-06,16:12:23,Camera 1,fire,0.34
2026-07-06,16:12:24,Camera 1,fire,0.25
2026-07-06,16:12:27,Camera 1,fire,0.25
2026-07-06,16:12:28,Camera 1,fire,0.25
2026-07-06,16:12:31,Camera 1,fire,0.26
2026-07-06,16:12:33,Camera 1,fire,0.25
2026-07-06,16:12:34,Camera 1,fire,0.25
2026-07-06,16:12:35,Camera 1,fire,0.36
2026-07-06,16:12:36,Camera 1,fire,0.36
2026-07-06,16:12:37,Camera 1,fire,0.29
2026-07-06,16:12:38,Camera 1,fire,0.35
2026-07-06,16:12:39,Camera 1,fire,0.29
2026-07-06,16:12:40,Camera 1,fire,0.34
2026-07-06,16:12:41,Camera 1,fire,0.35
2026-07-06,16:12:42,Camera 1,fire,0.30
2026-07-06,16:12:45,Camera 1,fire,0.25
2026-07-06,16:12:47,Camera 1,fire,0.27
2026-07-06,16:12:48,Camera 1,fire,0.31
2026-07-06,16:12:50,Camera 1,fire,0.25
2026-07-06,16:12:51,Camera 1,fire,0.26
2026-07-06,16:12:52,Camera 1,fire,0.25
2026-07-06,16:12:58,Camera 1,fire,0.26
2026-07-06,16:12:59,Camera 1,fire,0.26
2026-07-06,16:13:08,Camera 1,fire,0.32
2026-07-06,16:13:09,Camera 1,fire,0.30
2026-07-06,16:13:17,Camera 1,fire,0.27
2026-07-06,16:13:20,Camera 1,fire,0.27
2026-07-06,16:13:31,Camera 1,fire,0.26
2026-07-06,16:13:32,Camera 1,fire,0.27
2026-07-06,16:13:37,Camera 3,fire,0.41
2026-07-06,16:13:39,Camera 1,fire,0.25
2026-07-06,16:13:41,Camera 1,fire,0.26
2026-07-06,16:13:42,Camera 1,fire,0.25
2026-07-06,16:13:43,Camera 1,fire,0.27
2026-07-06,16:14:14,Camera 3,fire,0.25
2026-07-06,16:14:14,Camera 1,fire,0.29
2026-07-06,16:14:22,Camera 1,fire,0.25
2026-07-06,16:14:23,Camera 1,fire,0.25
2026-07-06,16:14:24,Camera 1,fire,0.28
2026-07-06,16:14:25,Camera 1,fire,0.39
2026-07-06,16:14:28,Camera 3,fire,0.35
2026-07-06,16:14:30,Camera 3,fire,0.29
2026-07-06,16:14:50,Camera 3,fire,0.32
2026-07-06,16:14:52,Camera 3,fire,0.26
2026-07-06,16:14:53,Camera 3,fire,0.36
2026-07-06,16:14:54,Camera 3,fire,0.38
2026-07-06,16:14:56,Camera 3,fire,0.26
2026-07-06,16:14:57,Camera 3,fire,0.38
2026-07-06,16:14:59,Camera 3,fire,0.26
2026-07-06,16:15:01,Camera 3,fire,0.30
2026-07-06,16:15:02,Camera 3,fire,0.37
2026-07-06,16:15:03,Camera 3,fire,0.35
2026-07-06,16:15:07,Camera 3,fire,0.31
2026-07-06,16:15:10,Camera 3,fire,0.26
2026-07-06,16:15:42,Camera 1,fire,0.26
2026-07-06,16:15:52,Camera 1,fire,0.36
2026-07-06,16:16:14,Camera 1,fire,0.32
2026-07-06,16:16:15,Camera 1,fire,0.27
2026-07-06,16:16:16,Camera 1,fire,0.26
2026-07-06,16:16:19,Camera 1,fire,0.27
2026-07-06,16:16:23,Camera 1,fire,0.25
2026-07-06,16:16:25,Camera 1,fire,0.29
2026-07-06,16:16:26,Camera 1,fire,0.26
2026-07-06,16:17:10,Camera 1,fire,0.27
2026-07-06,16:19:27,Camera 1,fire,0.36
2026-07-06,16:20:03,Camera 1,smoke,0.30
2026-07-06,16:20:08,Camera 3,fire,0.25
2026-07-06,16:22:18,Camera 2,smoke,0.25
2026-07-06,16:22:27,Camera 1,fire,0.27
2026-07-06,16:25:08,Camera 3,fire,0.28
2026-07-06,16:25:17,Camera 3,fire,0.28
2026-07-06,16:26:15,Camera 1,smoke,0.38
2026-07-06,16:26:16,Camera 1,smoke,0.42
2026-07-06,16:26:21,Camera 1,fire,0.33
2026-07-06,16:26:24,Camera 1,fire,0.25
2026-07-06,16:28:00,Camera 1,fire,0.25
2026-07-06,16:28:21,Camera 1,fire,0.31
2026-07-06,16:28:34,Camera 3,fire,0.30
2026-07-06,16:28:49,Camera 1,fire,0.27
2026-07-06,16:28:51,Camera 3,fire,0.27
2026-07-06,16:28:59,Camera 1,fire,0.26
2026-07-06,16:29:07,Camera 1,fire,0.25
2026-07-06,16:29:08,Camera 1,fire,0.26
2026-07-06,16:29:09,Camera 1,fire,0.26
2026-07-06,16:29:22,Camera 3,fire,0.27
2026-07-06,16:30:31,Camera 3,fire,0.29
2026-07-06,16:30:32,Camera 3,fire,0.35
2026-07-06,16:30:34,Camera 3,fire,0.28
2026-07-06,16:30:35,Camera 3,fire,0.27
2026-07-06,16:33:29,Camera 1,fire,0.31
2026-07-06,16:33:33,Camera 1,fire,0.25
2026-07-06,16:33:35,Camera 1,fire,0.26
2026-07-06,16:33:36,Camera 1,fire,0.26
2026-07-06,16:33:37,Camera 1,fire,0.27
2026-07-06,16:33:38,Camera 1,fire,0.26
2026-07-06,16:33:39,Camera 1,fire,0.26
2026-07-06,16:33:41,Camera 1,fire,0.27
2026-07-06,16:33:46,Camera 1,fire,0.25
2026-07-06,16:33:47,Camera 1,fire,0.27
2026-07-06,16:33:51,Camera 1,fire,0.27
2026-07-06,16:33:57,Camera 1,fire,0.26
2026-07-06,16:33:58,Camera 1,fire,0.25
2026-07-06,16:34:00,Camera 1,fire,0.27
2026-07-06,16:34:01,Camera 1,fire,0.33
2026-07-06,16:34:02,Camera 1,fire,0.31
2026-07-06,16:34:04,Camera 1,fire,0.28
2026-07-06,16:34:05,Camera 1,fire,0.32
2026-07-06,16:34:08,Camera 1,fire,0.30
2026-07-06,16:34:09,Camera 1,fire,0.26
2026-07-06,16:34:10,Camera 1,fire,0.29
2026-07-06,16:34:12,Camera 1,fire,0.27
2026-07-06,16:34:15,Camera 1,fire,0.26
2026-07-06,16:34:22,Camera 3,fire,0.28
2026-07-06,16:35:27,Camera 3,fire,0.30
2026-07-06,16:35:35,Camera 3,fire,0.25
2026-07-06,16:35:36,Camera 3,fire,0.28
2026-07-06,16:35:46,Camera 3,fire,0.28
2026-07-06,16:36:20,Camera 3,fire,0.29
2026-07-06,16:36:36,Camera 3,fire,0.27
2026-07-06,16:36:37,Camera 3,fire,0.26
2026-07-06,16:37:06,Camera 3,fire,0.27
2026-07-06,16:37:19,Camera 3,fire,0.25
2026-07-06,16:37:26,Camera 3,fire,0.25
2026-07-06,16:37:27,Camera 3,fire,0.31
2026-07-06,16:37:59,Camera 3,fire,0.27
2026-07-06,16:38:26,Camera 1,fire,0.27
2026-07-06,16:38:28,Camera 1,fire,0.34
2026-07-06,16:38:47,Camera 3,fire,0.27
2026-07-06,16:38:52,Camera 1,fire,0.29
2026-07-06,16:38:56,Camera 1,fire,0.26
2026-07-06,16:38:57,Camera 1,fire,0.28
2026-07-06,16:38:58,Camera 1,fire,0.26
2026-07-06,16:39:17,Camera 1,fire,0.25
2026-07-06,16:39:19,Camera 1,fire,0.27
2026-07-06,16:39:45,Camera 1,fire,0.26
2026-07-06,16:39:49,Camera 1,fire,0.26
2026-07-06,16:39:56,Camera 1,fire,0.25
2026-07-06,16:40:21,Camera 1,fire,0.26
2026-07-06,16:40:22,Camera 1,fire,0.44
2026-07-06,16:40:23,Camera 1,fire,0.32
2026-07-06,16:40:24,Camera 1,fire,0.34
2026-07-06,16:40:25,Camera 1,fire,0.41
2026-07-06,16:40:26,Camera 1,fire,0.32
2026-07-06,16:40:27,Camera 1,fire,0.33
2026-07-06,16:40:28,Camera 1,fire,0.37
2026-07-06,16:40:29,Camera 1,fire,0.26
2026-07-06,16:40:38,Camera 3,fire,0.26
2026-07-06,16:40:40,Camera 3,fire,0.25
2026-07-06,16:40:41,Camera 3,fire,0.30
2026-07-06,16:40:53,Camera 3,fire,0.26
2026-07-06,16:40:55,Camera 3,fire,0.26
2026-07-06,16:41:31,Camera 1,fire,0.27
2026-07-06,16:41:51,Camera 2,fire,0.36
2026-07-06,16:41:53,Camera 1,fire,0.29
2026-07-06,16:41:57,Camera 1,fire,0.26
2026-07-06,16:42:03,Camera 1,fire,0.26
2026-07-06,16:42:52,Camera 1,smoke,0.27
2026-07-06,16:42:55,Camera 1,smoke,0.27
2026-07-06,16:43:06,Camera 1,smoke,0.38
2026-07-06,16:43:07,Camera 1,smoke,0.30
2026-07-06,16:43:08,Camera 1,smoke,0.26
2026-07-06,16:43:13,Camera 1,smoke,0.25
2026-07-06,16:43:15,Camera 1,smoke,0.26
2026-07-06,16:43:16,Camera 1,smoke,0.41
2026-07-06,16:43:17,Camera 1,smoke,0.38
2026-07-06,16:43:18,Camera 1,smoke,0.36
2026-07-06,16:43:19,Camera 1,smoke,0.32
2026-07-06,16:43:21,Camera 1,smoke,0.34
2026-07-06,16:43:23,Camera 1,fire,0.30
2026-07-06,16:43:24,Camera 1,fire,0.36
2026-07-06,16:43:26,Camera 1,smoke,0.27
2026-07-06,16:43:27,Camera 1,fire,0.27
2026-07-06,16:43:31,Camera 1,smoke,0.26
2026-07-06,16:44:08,Camera 1,smoke,0.33
2026-07-06,16:44:15,Camera 1,smoke,0.26
2026-07-06,16:44:26,Camera 1,smoke,0.33
2026-07-06,16:44:45,Camera 2,smoke,0.31
2026-07-06,16:44:47,Camera 2,smoke,0.29
2026-07-06,16:44:50,Camera 2,smoke,0.27
2026-07-06,16:44:51,Camera 2,fire,0.28
2026-07-06,16:45:49,Camera 1,fire,0.27
2026-07-06,16:45:50,Camera 1,fire,0.36
2026-07-06,16:45:51,Camera 1,fire,0.36
2026-07-06,16:45:52,Camera 1,fire,0.40
2026-07-06,16:45:53,Camera 1,fire,0.43
2026-07-06,16:45:54,Camera 1,fire,0.36
2026-07-06,16:45:55,Camera 1,fire,0.28
2026-07-06,16:45:57,Camera 1,fire,0.28
2026-07-06,16:45:58,Camera 1,fire,0.38
2026-07-06,16:46:02,Camera 3,fire,0.27
2026-07-06,16:46:03,Camera 3,fire,0.29
2026-07-06,16:46:03,Camera 1,fire,0.27
2026-07-06,16:46:06,Camera 1,fire,0.28
2026-07-06,16:46:09,Camera 1,fire,0.33
2026-07-06,16:46:10,Camera 1,fire,0.45
2026-07-06,16:46:22,Camera 1,fire,0.26
2026-07-06,16:46:24,Camera 1,fire,0.27
2026-07-06,16:46:30,Camera 1,fire,0.26
2026-07-06,16:46:31,Camera 1,fire,0.32
2026-07-06,16:47:03,Camera 1,smoke,0.31
2026-07-06,16:47:17,Camera 1,smoke,0.29
2026-07-06,16:47:26,Camera 3,fire,0.26
2026-07-06,16:47:58,Camera 1,smoke,0.30
2026-07-06,16:48:41,Camera 1,smoke,0.28
2026-07-06,16:48:42,Camera 1,smoke,0.31
2026-07-06,16:48:43,Camera 1,smoke,0.35
2026-07-06,16:48:44,Camera 1,smoke,0.29
2026-07-06,16:48:45,Camera 2,smoke,0.27
2026-07-06,16:48:45,Camera 1,smoke,0.25
2026-07-06,16:48:46,Camera 2,smoke,0.25
2026-07-06,16:48:53,Camera 1,fire,0.28
2026-07-06,16:48:59,Camera 2,smoke,0.27
2026-07-06,16:49:00,Camera 2,smoke,0.28
2026-07-06,16:49:02,Camera 2,smoke,0.25
2026-07-06,16:49:04,Camera 3,fire,0.33
2026-07-06,16:49:09,Camera 2,smoke,0.25
2026-07-06,16:49:10,Camera 2,smoke,0.27
2026-07-06,16:49:16,Camera 1,smoke,0.26
2026-07-06,16:49:21,Camera 2,smoke,0.26
2026-07-06,16:49:23,Camera 1,smoke,0.40
2026-07-06,16:49:24,Camera 2,smoke,0.25
2026-07-06,16:49:36,Camera 1,smoke,0.33
2026-07-06,16:49:49,Camera 1,smoke,0.27
2026-07-06,16:49:57,Camera 2,smoke,0.25
2026-07-06,16:49:58,Camera 2,smoke,0.25
2026-07-06,16:50:07,Camera 1,smoke,0.35
2026-07-06,16:50:10,Camera 1,smoke,0.29
2026-07-06,16:50:19,Camera 2,smoke,0.25
2026-07-06,16:50:21,Camera 2,smoke,0.25
2026-07-06,16:50:35,Camera 2,smoke,0.25
2026-07-06,16:50:39,Camera 1,fire,0.27
2026-07-06,16:50:47,Camera 1,fire,0.27
2026-07-06,16:50:50,Camera 2,smoke,0.25
2026-07-06,16:50:53,Camera 3,fire,0.30
2026-07-06,16:50:54,Camera 3,fire,0.32
2026-07-06,16:50:56,Camera 3,fire,0.28
2026-07-06,16:50:57,Camera 3,fire,0.25
2026-07-06,16:50:57,Camera 2,smoke,0.25
2026-07-06,16:51:34,Camera 2,smoke,0.25
2026-07-06,16:51:38,Camera 1,fire,0.26
2026-07-06,16:51:48,Camera 1,fire,0.26
2026-07-06,16:51:51,Camera 1,fire,0.26
2026-07-06,16:51:52,Camera 3,fire,0.27
2026-07-06,16:51:53,Camera 2,smoke,0.26
2026-07-06,16:51:54,Camera 3,fire,0.26
2026-07-06,16:52:11,Camera 2,smoke,0.26
2026-07-06,16:52:13,Camera 2,smoke,0.25
2026-07-06,16:52:21,Camera 2,smoke,0.26
2026-07-06,16:52:22,Camera 2,smoke,0.26
2026-07-06,16:52:41,Camera 3,fire,0.38
2026-07-06,16:52:43,Camera 2,smoke,0.26
2026-07-06,16:52:44,Camera 2,smoke,0.25
2026-07-06,16:53:07,Camera 3,fire,0.28
2026-07-06,16:53:08,Camera 3,fire,0.34
2026-07-06,16:53:09,Camera 2,smoke,0.25
2026-07-06,16:53:10,Camera 1,fire,0.25
2026-07-06,16:53:11,Camera 2,smoke,0.25
2026-07-07,10:36:43,Camera 3,fire,0.37
2026-07-07,10:36:43,Camera 3,fire,0.29
2026-07-07,10:36:44,Camera 3,fire,0.27
2026-07-07,10:36:46,Camera 3,fire,0.29
2026-07-07,10:36:47,Camera 3,fire,0.30
2026-07-07,10:36:51,Camera 3,fire,0.26
2026-07-07,10:36:52,Camera 3,fire,0.31
2026-07-07,10:36:53,Camera 3,fire,0.40
2026-07-07,10:36:54,Camera 3,fire,0.36
2026-07-07,10:37:03,Camera 3,fire,0.27
2026-07-07,10:37:04,Camera 3,fire,0.34
2026-07-07,10:37:05,Camera 3,fire,0.49
2026-07-07,10:37:09,Camera 3,fire,0.25
2026-07-07,10:37:14,Camera 3,fire,0.25
2026-07-07,10:37:15,Camera 3,fire,0.28
2026-07-07,10:37:16,Camera 3,fire,0.30
2026-07-07,10:37:18,Camera 3,fire,0.26
2026-07-07,10:37:19,Camera 3,fire,0.27
2026-07-07,10:37:20,Camera 3,fire,0.25
2026-07-07,10:37:22,Camera 3,fire,0.28
2026-07-07,10:37:23,Camera 3,fire,0.30
2026-07-07,10:37:24,Camera 3,fire,0.67
2026-07-07,10:37:25,Camera 3,fire,0.49
2026-07-07,10:37:26,Camera 3,fire,0.55
2026-07-07,10:37:27,Camera 3,fire,0.43
2026-07-07,10:37:28,Camera 3,fire,0.34
2026-07-07,10:37:29,Camera 3,fire,0.32
2026-07-07,10:37:30,Camera 3,fire,0.31
2026-07-07,10:37:32,Camera 3,fire,0.30
2026-07-07,10:37:33,Camera 3,fire,0.29
2026-07-07,10:37:34,Camera 3,fire,0.30
2026-07-07,10:37:35,Camera 3,fire,0.44
2026-07-07,10:37:36,Camera 3,fire,0.43
2026-07-07,10:37:38,Camera 3,fire,0.25
2026-07-07,10:37:39,Camera 3,fire,0.27
2026-07-07,10:37:43,Camera 3,fire,0.27
2026-07-07,10:37:44,Camera 3,fire,0.25
2026-07-07,10:37:45,Camera 3,fire,0.25
2026-07-07,10:37:47,Camera 3,fire,0.43
2026-07-07,10:37:48,Camera 3,fire,0.27
2026-07-07,10:37:49,Camera 3,fire,0.32
2026-07-07,10:39:12,Camera 3,fire,0.29
2026-07-07,10:39:13,Camera 3,fire,0.26
2026-07-07,10:39:14,Camera 3,fire,0.28
2026-07-07,10:39:16,Camera 3,fire,0.30
2026-07-07,10:39:17,Camera 3,fire,0.27
2026-07-07,10:39:18,Camera 3,fire,0.37
2026-07-07,10:39:19,Camera 3,fire,0.31
2026-07-07,10:39:20,Camera 3,fire,0.34
2026-07-07,10:39:21,Camera 3,fire,0.34
2026-07-07,10:39:22,Camera 3,fire,0.26
2026-07-07,10:39:23,Camera 3,fire,0.27
2026-07-07,10:39:24,Camera 3,fire,0.33
2026-07-07,10:39:26,Camera 3,fire,0.26
2026-07-07,10:39:28,Camera 3,fire,0.26
2026-07-07,10:39:29,Camera 3,fire,0.32
2026-07-07,10:39:30,Camera 3,fire,0.37
2026-07-07,10:39:31,Camera 3,fire,0.28
2026-07-07,10:39:32,Camera 3,fire,0.31
2026-07-07,10:39:33,Camera 3,fire,0.40
2026-07-07,10:39:38,Camera 3,fire,0.25
2026-07-07,10:39:39,Camera 3,fire,0.38
2026-07-07,10:39:40,Camera 3,fire,0.31
2026-07-07,10:39:41,Camera 3,fire,0.42
2026-07-07,10:39:42,Camera 3,fire,0.38
2026-07-07,10:39:43,Camera 3,fire,0.27
2026-07-07,10:39:44,Camera 3,fire,0.29
2026-07-07,10:39:46,Camera 3,fire,0.44
2026-07-07,10:39:47,Camera 3,fire,0.30
2026-07-07,10:39:48,Camera 3,fire,0.38
2026-07-07,10:39:49,Camera 3,fire,0.40
2026-07-07,10:39:50,Camera 3,fire,0.33
2026-07-07,10:39:51,Camera 3,fire,0.35
2026-07-07,10:39:52,Camera 3,fire,0.30
2026-07-07,10:39:53,Camera 3,fire,0.31
2026-07-07,10:39:54,Camera 3,fire,0.31
2026-07-07,10:39:55,Camera 3,fire,0.35
2026-07-07,10:39:56,Camera 3,fire,0.46
2026-07-07,10:39:57,Camera 3,fire,0.59
2026-07-07,10:39:58,Camera 3,fire,0.28
2026-07-07,10:39:59,Camera 3,fire,0.39
2026-07-07,10:40:00,Camera 3,fire,0.39
2026-07-07,10:40:01,Camera 3,fire,0.38
2026-07-07,10:40:02,Camera 3,fire,0.33
2026-07-07,10:40:03,Camera 3,fire,0.30
2026-07-07,10:40:05,Camera 3,fire,0.31
2026-07-07,10:40:06,Camera 3,fire,0.40
2026-07-07,10:40:07,Camera 3,fire,0.38
2026-07-07,10:40:08,Camera 3,fire,0.38
2026-07-07,10:40:09,Camera 3,fire,0.33
2026-07-07,10:40:10,Camera 3,fire,0.32
2026-07-07,10:40:11,Camera 3,fire,0.35
2026-07-07,10:40:12,Camera 3,fire,0.39
2026-07-07,10:40:13,Camera 3,fire,0.39
2026-07-07,10:40:14,Camera 3,fire,0.39
2026-07-07,10:40:15,Camera 3,fire,0.41
2026-07-07,10:40:16,Camera 3,fire,0.28
2026-07-07,10:40:18,Camera 3,fire,0.34
2026-07-07,10:40:19,Camera 3,fire,0.32
2026-07-07,10:40:20,Camera 3,fire,0.35
2026-07-07,10:40:21,Camera 3,fire,0.30
2026-07-07,10:40:22,Camera 3,fire,0.33
2026-07-07,10:40:23,Camera 3,fire,0.26
2026-07-07,10:40:24,Camera 3,fire,0.25
2026-07-07,10:40:26,Camera 3,fire,0.28
2026-07-07,10:40:27,Camera 3,fire,0.26
2026-07-07,10:40:28,Camera 3,fire,0.34
2026-07-07,10:40:29,Camera 3,fire,0.26
2026-07-07,10:40:30,Camera 3,fire,0.30
2026-07-07,10:40:31,Camera 3,fire,0.33
2026-07-07,10:40:33,Camera 3,fire,0.36
2026-07-07,10:40:34,Camera 3,fire,0.31
2026-07-07,10:40:35,Camera 3,fire,0.35
2026-07-07,10:40:36,Camera 3,fire,0.26
2026-07-07,10:40:37,Camera 3,fire,0.29
2026-07-07,10:40:38,Camera 3,fire,0.27
2026-07-07,10:40:39,Camera 3,fire,0.27
2026-07-07,10:40:40,Camera 3,fire,0.25
2026-07-07,10:40:41,Camera 3,fire,0.25
2026-07-07,10:40:42,Camera 3,fire,0.31
2026-07-07,10:40:43,Camera 3,fire,0.30
2026-07-07,10:40:44,Camera 3,fire,0.26
2026-07-07,10:40:45,Camera 3,fire,0.25
2026-07-07,10:40:48,Camera 3,fire,0.26
2026-07-07,10:40:49,Camera 3,fire,0.27
2026-07-07,10:40:50,Camera 3,fire,0.26
2026-07-07,10:40:52,Camera 3,fire,0.25
2026-07-07,10:40:53,Camera 3,fire,0.34
2026-07-07,10:40:54,Camera 3,fire,0.27
2026-07-07,10:40:55,Camera 3,fire,0.31
2026-07-07,10:40:56,Camera 3,fire,0.32
2026-07-07,10:40:57,Camera 3,fire,0.28
2026-07-07,10:40:58,Camera 3,fire,0.30
2026-07-07,10:40:59,Camera 3,fire,0.27
2026-07-07,10:41:00,Camera 3,fire,0.34
2026-07-07,10:41:01,Camera 3,fire,0.39
2026-07-07,10:41:02,Camera 3,fire,0.39
2026-07-07,10:41:03,Camera 3,fire,0.36
2026-07-07,10:41:04,Camera 3,fire,0.33
2026-07-07,10:41:05,Camera 3,fire,0.29
2026-07-07,10:41:07,Camera 3,fire,0.27
2026-07-07,10:41:08,Camera 3,fire,0.29
2026-07-07,10:41:09,Camera 3,fire,0.38
2026-07-07,10:41:10,Camera 3,fire,0.49
2026-07-07,10:41:11,Camera 3,fire,0.32
2026-07-07,10:41:12,Camera 3,fire,0.47
2026-07-07,10:41:13,Camera 3,fire,0.47
2026-07-07,10:41:14,Camera 3,fire,0.45
2026-07-07,10:41:15,Camera 3,fire,0.41
2026-07-07,10:41:16,Camera 3,fire,0.41
2026-07-07,10:41:17,Camera 3,fire,0.39
2026-07-07,10:41:18,Camera 3,fire,0.40
2026-07-07,10:41:19,Camera 3,fire,0.32
2026-07-07,10:41:20,Camera 3,fire,0.44
2026-07-07,10:41:22,Camera 3,fire,0.44
2026-07-07,10:41:23,Camera 3,fire,0.41
2026-07-07,10:41:24,Camera 3,fire,0.42
2026-07-07,10:41:25,Camera 3,fire,0.43
2026-07-07,10:41:26,Camera 3,fire,0.40
2026-07-07,10:41:27,Camera 3,fire,0.52
2026-07-07,10:41:28,Camera 3,fire,0.47
2026-07-07,10:41:29,Camera 3,fire,0.48
2026-07-07,10:41:30,Camera 3,fire,0.46
2026-07-07,10:41:31,Camera 3,fire,0.40
2026-07-07,10:41:32,Camera 3,fire,0.38
2026-07-07,10:41:33,Camera 3,fire,0.41
2026-07-07,10:41:34,Camera 3,fire,0.46
2026-07-07,10:41:35,Camera 3,fire,0.36
2026-07-07,10:41:36,Camera 3,fire,0.39
2026-07-07,10:41:37,Camera 3,fire,0.37
2026-07-07,10:41:38,Camera 3,fire,0.43
2026-07-07,10:41:40,Camera 3,fire,0.29
2026-07-07,10:41:41,Camera 3,fire,0.31
2026-07-07,10:41:42,Camera 3,fire,0.31
2026-07-07,10:41:43,Camera 3,fire,0.34
2026-07-07,10:41:44,Camera 3,fire,0.43
2026-07-07,10:41:45,Camera 3,fire,0.30
2026-07-07,10:41:46,Camera 3,fire,0.38
2026-07-07,10:41:47,Camera 3,fire,0.39
2026-07-07,10:41:48,Camera 3,fire,0.38
2026-07-07,10:41:49,Camera 3,fire,0.37
2026-07-07,10:41:50,Camera 3,fire,0.34
2026-07-07,10:41:51,Camera 3,fire,0.36
2026-07-07,10:41:52,Camera 3,fire,0.37
2026-07-07,10:41:53,Camera 3,fire,0.33
2026-07-07,10:41:54,Camera 3,fire,0.36
2026-07-07,10:41:55,Camera 3,fire,0.32
2026-07-07,10:41:56,Camera 3,fire,0.31
2026-07-07,10:41:58,Camera 3,fire,0.39
2026-07-07,10:41:59,Camera 3,fire,0.36
2026-07-07,10:42:00,Camera 3,fire,0.40
2026-07-07,10:42:01,Camera 3,fire,0.29
2026-07-07,10:42:02,Camera 3,fire,0.30
2026-07-07,10:42:03,Camera 3,fire,0.31
2026-07-07,10:42:04,Camera 3,fire,0.33
2026-07-07,10:42:05,Camera 3,fire,0.26
2026-07-07,10:42:06,Camera 3,fire,0.30
2026-07-07,10:42:07,Camera 3,fire,0.33
2026-07-07,10:42:08,Camera 3,fire,0.33
2026-07-07,10:42:09,Camera 3,fire,0.36
2026-07-07,10:42:10,Camera 3,fire,0.34
2026-07-07,10:42:11,Camera 3,fire,0.26
2026-07-07,10:42:13,Camera 3,fire,0.26
2026-07-07,10:42:14,Camera 3,fire,0.27
2026-07-07,10:42:15,Camera 3,fire,0.26
2026-07-07,10:42:16,Camera 3,fire,0.26
2026-07-07,10:42:18,Camera 3,fire,0.28
2026-07-07,10:42:25,Camera 3,fire,0.48
2026-07-07,10:42:26,Camera 3,fire,0.33
2026-07-07,10:42:28,Camera 3,fire,0.42
2026-07-07,10:42:29,Camera 3,fire,0.38
2026-07-07,10:42:31,Camera 3,fire,0.25
2026-07-07,10:42:32,Camera 3,fire,0.35
2026-07-07,10:42:34,Camera 3,fire,0.27
2026-07-07,10:42:35,Camera 3,fire,0.36
2026-07-07,10:42:36,Camera 3,fire,0.33
2026-07-07,10:42:37,Camera 3,fire,0.38
2026-07-07,10:42:38,Camera 3,fire,0.25
